"Rank","Title","Subtitle","Author","Narrator","Length","Release","Language","Stars","Ratings","Price","URL"
"75","Effective Communication Skills","7 Performance Habits in 7 Weeks of Highly Impactful Conversations - The Crucial Training Course for Successful People on Talking to Strangers in a Nonviolent Way","Jason Dyer","Cliff Weldon",225,2020-07-27,"English",5,131,14.95,"https://www.audible.com/pd/Effective-Communication-Skills-Audiobook/B08DP663G7?ref=a_adblbests_c3_lProduct_4_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=9S2CYRSFHA8AN8NY4447"
"76","Heaven's River","Bobiverse, Book 4","Dennis E. Taylor","Ray Porter",1017,2020-09-24,"English",5,16452,39.95,"https://www.audible.com/pd/Heavens-River-Audiobook/B088C4DBYP?ref=a_adblbests_c3_lProduct_4_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=9S2CYRSFHA8AN8NY4447"
"77","Sapiens","A Brief History of Humankind","Yuval Noah Harari","Derek Perkins",917,2017-08-15,"English",4.5,39939,34.22,"https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q?ref=a_adblbests_c3_lProduct_4_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=9S2CYRSFHA8AN8NY4447"
"78","Dolly Parton, Songteller","My Life in Lyrics","Dolly Parton","Dolly Parton",318,2020-11-17,"English",5,223,31.49,"https://www.audible.com/pd/Dolly-Parton-Songteller-Audiobook/1980072159?ref=a_adblbests_c3_lProduct_4_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=9S2CYRSFHA8AN8NY4447"
"79","Ten Lessons for a Post-Pandemic World","","Fareed Zakaria","Fareed Zakaria",444,2020-10-06,"English",5,373,20.99,"https://www.audible.com/pd/Ten-Lessons-for-a-Post-Pandemic-World-Audiobook/1797118099?ref=a_adblbests_c3_lProduct_4_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=9S2CYRSFHA8AN8NY4447"
"80","Clanlands","Whisky, Warfare, and a Scottish Adventure Like No Other","Sam Heughan, Graham McTavish, Diana Gabaldon - foreword","Graham McTavish, Sam Heughan, Diana Gabaldon - foreword",622,2020-11-03,"English",5,1363,21.81,"https://www.audible.com/pd/Clanlands-Audiobook/1529342015?ref=a_adblbests_c3_lProduct_4_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=9S2CYRSFHA8AN8NY4447"
"81","The Warmth of Other Suns","The Epic Story of America's Great Migration","Isabel Wilkerson","Robin Miles",1360,2010-12-26,"English",4.5,7866,39.95,"https://www.audible.com/pd/The-Warmth-of-Other-Suns-Audiobook/B004RC37C0?ref=a_adblbests_c3_lProduct_5_1&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"82","The Alchemist","A Fable About Following Your Dream","Paulo Coelho","Jeremy Irons",240,2004-12-26,"English",4.5,55865,23.95,"https://www.audible.com/pd/The-Alchemist-Audiobook/B002V0Q4LG?ref=a_adblbests_c3_lProduct_5_2&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"83","The Power of Now","A Guide to Spiritual Enlightenment","Eckhart Tolle","Eckhart Tolle",457,2000-12-31,"English",4.5,28031,20,"https://www.audible.com/pd/The-Power-of-Now-Audiobook/B002V0PN36?ref=a_adblbests_c3_lProduct_5_3&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"84","The Total Money Makeover","A Proven Plan for Financial Fitness","Dave Ramsey","Dave Ramsey",221,2003-11-07,"English",4.5,36040,20.52,"https://www.audible.com/pd/The-Total-Money-Makeover-Audiobook/B002UUKIR8?ref=a_adblbests_c3_lProduct_5_4&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"85","My Own Words","","Ruth Bader Ginsburg, Mary Hartnett, Wendy W. Williams","Linda Lavin",796,2016-10-04,"English",4.5,2807,24.49,"https://www.audible.com/pd/My-Own-Words-Audiobook/B01K3KUJ5C?ref=a_adblbests_c3_lProduct_5_5&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"86","Words of Radiance","The Stormlight Archive, Book 2","Brandon Sanderson","Michael Kramer, Kate Reading",2893,2014-03-04,"English",5,60993,55.99,"https://www.audible.com/pd/Words-of-Radiance-Audiobook/B00HWF0MHW?ref=a_adblbests_c3_lProduct_5_6&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"87","Dare to Lead","Brave Work. Tough Conversations. Whole Hearts.","Brené Brown","Brené Brown",490,2018-10-09,"English",4.5,20393,24.5,"https://www.audible.com/pd/Dare-to-Lead-Audiobook/B07DJYBXNC?ref=a_adblbests_c3_lProduct_5_7&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"88","Beyond Order","12 More Rules for Life","Jordan B. Peterson","",840,2021-03-02,"English",NA,NA,31.5,"https://www.audible.com/pd/Beyond-Order-Audiobook/0593408519?ref=a_adblbests_c3_lProduct_5_8&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"89","The Silent Patient","","Alex Michaelides","Jack Hawkins, Louise Brealey",523,2019-02-05,"English",4.5,51011,27.99,"https://www.audible.com/pd/The-Silent-Patient-Audiobook/1250317533?ref=a_adblbests_c3_lProduct_5_9&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"90","The Two Towers","Book Two in the Lord of the Rings Trilogy","J. R. R. Tolkien","Rob Inglis",1000,2012-10-09,"English",5,34096,34.99,"https://www.audible.com/pd/The-Two-Towers-Audiobook/B009ABHTF4?ref=a_adblbests_c3_lProduct_5_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"91","The Evening and the Morning","Kingsbridge, Book 4","Ken Follett","John Lee",1459,2020-09-15,"English",4.5,4330,49,"https://www.audible.com/pd/The-Evening-and-the-Morning-Audiobook/0593289641?ref=a_adblbests_c3_lProduct_5_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"92","American Gods: The Tenth Anniversary Edition (A Full Cast Production)","","Neil Gaiman","Ron McLarty, Daniel Oreskes, full cast",1179,2011-06-21,"English",4.5,53514,42.2,"https://www.audible.com/pd/American-Gods-The-Tenth-Anniversary-Edition-A-Full-Cast-Production-Audiobook/B0055274U2?ref=a_adblbests_c3_lProduct_5_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"93","No Time Like the Future","An Optimist Considers Mortality","Michael J. Fox","Michael J. Fox",359,2020-11-17,"English",5,230,20.99,"https://www.audible.com/pd/No-Time-Like-the-Future-Audiobook/125077151X?ref=a_adblbests_c3_lProduct_5_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"94","Think and Grow Rich","","Napoleon Hill","Erik Synnestvedt",575,2007-10-16,"English",4.5,22086,24.95,"https://www.audible.com/pd/Think-and-Grow-Rich-Audiobook/B002V5D950?ref=a_adblbests_c3_lProduct_5_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"95","Educated","A Memoir","Tara Westover","Julia Whelan",730,2018-02-20,"English",5,104962,28,"https://www.audible.com/pd/Educated-Audiobook/B075F8MBMQ?ref=a_adblbests_c3_lProduct_5_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"96","The Tales of Beedle the Bard","","J.K. Rowling","Warwick Davis, Noma Dumezweni, Jason Isaacs, Jude Law, Evanna Lynch, Sally Mortemore, Bonnie Wright",95,2020-03-31,"English",4.5,15639,14.95,"https://www.audible.com/pd/The-Tales-of-Beedle-the-Bard-Audiobook/1781103798?ref=a_adblbests_c3_lProduct_5_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"97","A Game of Thrones","A Song of Ice and Fire, Book 1","George R. R. Martin","Roy Dotrice",2026,2003-12-09,"English",5,124575,31.5,"https://www.audible.com/pd/A-Game-of-Thrones-Audiobook/B002UZZ93G?ref=a_adblbests_c3_lProduct_5_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"98","Too Much and Never Enough","How My Family Created the World's Most Dangerous Man","Mary L. Trump PhD","Mary L. Trump PhD",425,2020-07-14,"English",4.5,29495,18.89,"https://www.audible.com/pd/Too-Much-and-Never-Enough-Audiobook/1797113860?ref=a_adblbests_c3_lProduct_5_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"99","The Dutch House","A Novel","Ann Patchett","Tom Hanks",593,2019-09-24,"English",4.5,37188,30.79,"https://www.audible.com/pd/The-Dutch-House-Audiobook/0062963708?ref=a_adblbests_c3_lProduct_5_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
"100","Invisible Girl","A Novel","Lisa Jewell","Donna Banya, Katherine Kelly, Connor Swindells",585,2020-10-13,"English",4.5,1681,20.99,"https://www.audible.com/pd/Invisible-Girl-Audiobook/1797111299?ref=a_adblbests_c3_lProduct_5_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=TYVDJTJYAPPAW86PP9TF"
