"Rank","Title","Subtitle","Author","Narrator","Length","Release","Language","Stars","Ratings","Price","URL"
"84","Clanlands","Whisky, Warfare, and a Scottish Adventure Like No Other","Sam Heughan, Graham McTavish, Diana Gabaldon - foreword","Graham McTavish, Sam Heughan, Diana Gabaldon - foreword",622,2020-11-03,"English",5,1574,21.81,"https://www.audible.com/pd/Clanlands-Audiobook/1529342015?ref=a_adblbests_c3_lProduct_5_4&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"85","Heaven's River","Bobiverse, Book 4","Dennis E. Taylor","Ray Porter",1017,2020-09-24,"English",5,17100,39.95,"https://www.audible.com/pd/Heavens-River-Audiobook/B088C4DBYP?ref=a_adblbests_c3_lProduct_5_5&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"86","The 10X Rule","The Only Difference Between Success and Failure","Grant Cardone","Grant Cardone",444,2011-07-19,"English",4.5,38056,20.99,"https://www.audible.com/pd/The-10X-Rule-Audiobook/B005DF6XHQ?ref=a_adblbests_c3_lProduct_5_6&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"87","Educated","A Memoir","Tara Westover","Julia Whelan",730,2018-02-20,"English",5,105189,28,"https://www.audible.com/pd/Educated-Audiobook/B075F8MBMQ?ref=a_adblbests_c3_lProduct_5_7&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"88","My Own Words","","Ruth Bader Ginsburg, Mary Hartnett, Wendy W. Williams","Linda Lavin",796,2016-10-04,"English",4.5,2845,24.49,"https://www.audible.com/pd/My-Own-Words-Audiobook/B01K3KUJ5C?ref=a_adblbests_c3_lProduct_5_8&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"89","The Sentinel","Jack Reacher, Book 25","Lee Child, Andrew Child","Scott Brick",639,2020-10-27,"English",4.5,4514,31.5,"https://www.audible.com/pd/The-Sentinel-Audiobook/059333972X?ref=a_adblbests_c3_lProduct_5_9&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"90","The Total Money Makeover","A Proven Plan for Financial Fitness","Dave Ramsey","Dave Ramsey",221,2003-11-07,"English",4.5,36146,20.52,"https://www.audible.com/pd/The-Total-Money-Makeover-Audiobook/B002UUKIR8?ref=a_adblbests_c3_lProduct_5_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"91","The Handmaid's Tale: Special Edition","","Margaret Atwood, Valerie Martin - essay","Claire Danes, full cast, Margaret Atwood, Tim Gerard Reynolds",726,2017-04-04,"English",4.5,32853,29.95,"https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5?ref=a_adblbests_c3_lProduct_5_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"92","Range","Why Generalists Triumph in a Specialized World","David Epstein","Will Damron",617,2019-05-28,"English",4.5,5618,28,"https://www.audible.com/pd/Range-Audiobook/1984888439?ref=a_adblbests_c3_lProduct_5_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"93","Writing Prompt Journal","The Self-Exploration Way to Make Your Every Day a Masterpiece - A Journey of 201 Thought-Provoking Questions for Self-Discovery & Building Trust to Find Your Bliss","Jason Dyer","Cliff Weldon",315,2020-07-28,"English",5,130,19.95,"https://www.audible.com/pd/Writing-Prompt-Journal-Audiobook/B08DRVVF5G?ref=a_adblbests_c3_lProduct_5_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"94","Maybe You Should Talk to Someone","A Therapist, HER Therapist, and Our Lives Revealed","Lori Gottlieb","Brittany Pressley",861,2019-04-02,"English",4.5,31142,34.95,"https://www.audible.com/pd/Maybe-You-Should-Talk-to-Someone-Audiobook/B07NLL95S4?ref=a_adblbests_c3_lProduct_5_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"95","The Return of the King","Book Three in the Lord of the Rings Trilogy","J. R. R. Tolkien","Rob Inglis",1099,2012-10-09,"English",5,20034,34.99,"https://www.audible.com/pd/The-Return-of-the-King-Audiobook/B009ABIN72?ref=a_adblbests_c3_lProduct_5_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"96","Thinking, Fast and Slow","","Daniel Kahneman","Patrick Egan",1202,2011-10-25,"English",4.5,15432,35,"https://www.audible.com/pd/Thinking-Fast-and-Slow-Audiobook/B005TKKCWC?ref=a_adblbests_c3_lProduct_5_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"97","The Tales of Beedle the Bard","","J.K. Rowling","Warwick Davis, Noma Dumezweni, Jason Isaacs, Jude Law, Evanna Lynch, Sally Mortemore, Bonnie Wright",95,2020-03-31,"English",4.5,15730,14.95,"https://www.audible.com/pd/The-Tales-of-Beedle-the-Bard-Audiobook/1781103798?ref=a_adblbests_c3_lProduct_5_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"98","Oathbringer","","Brandon Sanderson","Kate Reading, Michael Kramer",3305,2017-11-14,"English",5,44518,66.49,"https://www.audible.com/pd/Oathbringer-Audiobook/B0718Z5K4C?ref=a_adblbests_c3_lProduct_5_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"99","The Dutch House","A Novel","Ann Patchett","Tom Hanks",593,2019-09-24,"English",4.5,37431,30.79,"https://www.audible.com/pd/The-Dutch-House-Audiobook/0062963708?ref=a_adblbests_c3_lProduct_5_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
"100","Words of Radiance","The Stormlight Archive, Book 2","Brandon Sanderson","Michael Kramer, Kate Reading",2893,2014-03-04,"English",5,61242,55.99,"https://www.audible.com/pd/Words-of-Radiance-Audiobook/B00HWF0MHW?ref=a_adblbests_c3_lProduct_5_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=V4PYXJ3WZHJHVHECDSDW"
