"Rank","Title","Subtitle","Author","Narrator","Length","Release","Language","Stars","Ratings","Price","URL"
"13","Harry Potter and the Sorcerer's Stone, Book 1",NA,"J.K. Rowling","Jim Dale","8 hrs and 18 mins","11-20-15","English","5 out of 5 stars","126,156 ratings","$29.99","https://www.audible.com/pd/Harry-Potter-and-the-Sorcerers-Stone-Book-1-Audiobook/B017V4IM1G?ref=a_adblbests_c3_lProduct_1_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"14","The Vanishing Half","A Novel","Brit Bennett","Shayna Small","11 hrs and 34 mins","06-02-20","English","4.5 out of 5 stars","8,118 ratings","$31.50","https://www.audible.com/pd/The-Vanishing-Half-Audiobook/0525637141?ref=a_adblbests_c3_lProduct_1_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"15","A Time for Mercy","A Jake Brigance Novel","John Grisham","Michael Beck","19 hrs and 59 mins","10-13-20","English","4.5 out of 5 stars","7,371 ratings","$31.50","https://www.audible.com/pd/A-Time-for-Mercy-Audiobook/0593168550?ref=a_adblbests_c3_lProduct_1_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"16","The Midnight Library","A Novel","Matt Haig","Carey Mulligan","8 hrs and 50 mins","09-29-20","English","4.5 out of 5 stars","2,059 ratings","$28.00","https://www.audible.com/pd/The-Midnight-Library-Audiobook/059334023X?ref=a_adblbests_c3_lProduct_1_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"17","Alpha Male Bible","Charisma, Psychology of Attraction, Charm. Art of Confidence, Self-Hypnosis, Meditation. Art of Body Language, Eye Contact, Small Talk. Habits & Self-Discipline of a Real Alpha Man.","Sean Wayne","Perdens Studio, Ross Pipkin","12 hrs and 1 min","07-23-20","English","4.5 out of 5 stars","153 ratings","$24.95","https://www.audible.com/pd/Alpha-Male-Bible-Audiobook/B08DG3QS8B?ref=a_adblbests_c3_lProduct_1_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"18","12 Rules for Life","An Antidote to Chaos","Jordan B. Peterson, Norman Doidge MD - foreword","Jordan B. Peterson","15 hrs and 40 mins","01-23-18","English","4.5 out of 5 stars","63,233 ratings","$36.33","https://www.audible.com/pd/12-Rules-for-Life-Audiobook/B0797YBP7N?ref=a_adblbests_c3_lProduct_1_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"19","Untamed",NA,"Glennon Doyle","Glennon Doyle","8 hrs and 22 mins","03-10-20","English","4.5 out of 5 stars","18,602 ratings","$31.50","https://www.audible.com/pd/Untamed-Audiobook/0593156072?ref=a_adblbests_c3_lProduct_1_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"20","Where the Crawdads Sing",NA,"Delia Owens","Cassandra Campbell","12 hrs and 12 mins","08-14-18","English","5 out of 5 stars","178,900 ratings","$31.50","https://www.audible.com/pd/Where-the-Crawdads-Sing-Audiobook/B07FSNSLZ1?ref=a_adblbests_c3_lProduct_1_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=FHGFT2DZGSYYEYZH51EP"
"21","The Fellowship of the Ring","Book One in The Lord of the Rings Trilogy","J. R. R. Tolkien","Rob Inglis","19 hrs and 7 mins","10-09-12","English","5 out of 5 stars","46,336 ratings","$38.49","https://www.audible.com/pd/The-Fellowship-of-the-Ring-Audiobook/B0099RKRTY?ref=a_adblbests_c3_lProduct_2_1&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"22","Anxious People","A Novel","Fredrik Backman","Marin Ireland","9 hrs and 53 mins","09-08-20","English","4.5 out of 5 stars","4,759 ratings","$20.99","https://www.audible.com/pd/Anxious-People-Audiobook/1797105833?ref=a_adblbests_c3_lProduct_2_2&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"23","The Subtle Art of Not Giving a F*ck","A Counterintuitive Approach to Living a Good Life","Mark Manson","Roger Wayne","5 hrs and 17 mins","09-13-16","English","4.5 out of 5 stars","137,172 ratings","$23.95","https://www.audible.com/pd/The-Subtle-Art-of-Not-Giving-a-F-ck-Audiobook/B01I28NFEE?ref=a_adblbests_c3_lProduct_2_3&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"24","The Five Love Languages: The Secret to Love That Lasts",NA,"Gary Chapman","Gary Chapman","4 hrs and 46 mins","12-26-04","English","5 out of 5 stars","29,953 ratings","$19.59","https://www.audible.com/pd/The-Five-Love-Languages-The-Secret-to-Love-That-Lasts-Audiobook/B002V0GGFK?ref=a_adblbests_c3_lProduct_2_4&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"25","Harry Potter and the Chamber of Secrets, Book 2",NA,"J.K. Rowling","Jim Dale","9 hrs and 3 mins","11-20-15","English","5 out of 5 stars","88,690 ratings","$29.99","https://www.audible.com/pd/Harry-Potter-and-the-Chamber-of-Secrets-Book-2-Audiobook/B017V4IWVG?ref=a_adblbests_c3_lProduct_2_5&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"26","Daylight",NA,"David Baldacci","Brittany Pressley, Kyf Brewer","11 hrs and 37 mins","11-17-20","English","4.5 out of 5 stars","2,178 ratings","$30.79","https://www.audible.com/pd/Daylight-Audiobook/1478999322?ref=a_adblbests_c3_lProduct_2_6&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"27","Harry Potter and the Prisoner of Azkaban, Book 3",NA,"J.K. Rowling","Jim Dale","11 hrs and 49 mins","11-20-15","English","5 out of 5 stars","78,533 ratings","$29.99","https://www.audible.com/pd/Harry-Potter-and-the-Prisoner-of-Azkaban-Book-3-Audiobook/B017V4JA2Q?ref=a_adblbests_c3_lProduct_2_7&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"28","The Four Agreements",NA,"don Miguel Ruiz","Peter Coyote","2 hrs and 31 mins","01-27-05","English","4.5 out of 5 stars","30,937 ratings","$14.95","https://www.audible.com/pd/The-Four-Agreements-Audiobook/B002VA3GJO?ref=a_adblbests_c3_lProduct_2_8&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"29","Harry Potter and the Order of the Phoenix, Book 5",NA,"J.K. Rowling","Jim Dale","26 hrs and 29 mins","11-20-15","English","5 out of 5 stars","69,902 ratings","$44.99","https://www.audible.com/pd/Harry-Potter-and-the-Order-of-the-Phoenix-Book-5-Audiobook/B017V4NMX4?ref=a_adblbests_c3_lProduct_2_9&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"30","Sunrise on Half Moon Bay",NA,"Robyn Carr","Thérèse Plummer","8 hrs and 58 mins","04-14-20","English","4.5 out of 5 stars","881 ratings","$30.79","https://www.audible.com/pd/Sunrise-on-Half-Moon-Bay-Audiobook/1488208123?ref=a_adblbests_c3_lProduct_2_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"31","The Awakening","The Dragon Heart Legacy, Book 1","Nora Roberts","Barrie Kreinik","15 hrs and 27 mins","11-24-20","English","5 out of 5 stars","1,381 ratings","$27.99","https://www.audible.com/pd/The-Awakening-Audiobook/1250770300?ref=a_adblbests_c3_lProduct_2_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"32","Harry Potter and the Goblet of Fire, Book 4",NA,"J.K. Rowling","Jim Dale","20 hrs and 37 mins","11-20-15","English","5 out of 5 stars","75,596 ratings","$44.99","https://www.audible.com/pd/Harry-Potter-and-the-Goblet-of-Fire-Book-4-Audiobook/B017V4NUPO?ref=a_adblbests_c3_lProduct_2_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"33","Harry Potter and the Half-Blood Prince, Book 6",NA,"J.K. Rowling","Jim Dale","18 hrs and 32 mins","11-20-15","English","5 out of 5 stars","65,324 ratings","$44.99","https://www.audible.com/pd/Harry-Potter-and-the-Half-Blood-Prince-Book-6-Audiobook/B017V4NOZ0?ref=a_adblbests_c3_lProduct_2_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"34","Harry Potter and the Deathly Hallows, Book 7",NA,"J.K. Rowling","Jim Dale","21 hrs and 37 mins","11-20-15","English","5 out of 5 stars","104,931 ratings","$44.99","https://www.audible.com/pd/Harry-Potter-and-the-Deathly-Hallows-Book-7-Audiobook/B017WJ5ZK6?ref=a_adblbests_c3_lProduct_2_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"35","Think Like a Monk","Train Your Mind for Peace and Purpose Every Day","Jay Shetty","Jay Shetty","10 hrs and 54 mins","09-08-20","English","5 out of 5 stars","2,490 ratings","$24.49","https://www.audible.com/pd/Think-Like-a-Monk-Audiobook/1797100548?ref=a_adblbests_c3_lProduct_2_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"36","Ready Player One",NA,"Ernest Cline","Wil Wheaton","15 hrs and 40 mins","08-16-11","English","5 out of 5 stars","234,727 ratings","$31.50","https://www.audible.com/pd/Ready-Player-One-Audiobook/B005FRGT44?ref=a_adblbests_c3_lProduct_2_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"37","The Body Keeps the Score","Brain, Mind, and Body in the Healing of Trauma","Bessel Van der Kolk MD","Sean Pratt","16 hrs and 17 mins","09-25-14","English","5 out of 5 stars","10,930 ratings","$24.49","https://www.audible.com/pd/The-Body-Keeps-the-Score-Audiobook/B00OAOQJXY?ref=a_adblbests_c3_lProduct_2_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"38","The Sandman",NA,"Neil Gaiman, Dirk Maggs","Riz Ahmed, Kat Dennings, Taron Egerton, Neil Gaiman, James McAvoy, Samantha Morton, Bebe Neuwirth, Andy Serkis, Michael Sheen","10 hrs and 54 mins","07-15-20","English","4.5 out of 5 stars","21,066 ratings","$34.95","https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z?ref=a_adblbests_c3_lProduct_2_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"39","Brushfire","Expeditionary Force, Book 11","Craig Alanson","R.C. Bray","19 hrs and 18 mins","12-15-20","English",NA,"Not rated yet","$49.99","https://www.audible.com/pd/Brushfire-Audiobook/1774246325?ref=a_adblbests_c3_lProduct_2_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"40","Rich Dad Poor Dad","What the Rich Teach Their Kids About Money - That the Poor and Middle Class Do Not!","Robert T. Kiyosaki","Tim Wheeler","6 hrs and 9 mins","06-15-12","English","5 out of 5 stars","59,730 ratings","$24.99","https://www.audible.com/pd/Rich-Dad-Poor-Dad-Audiobook/B008BT3C1Q?ref=a_adblbests_c3_lProduct_2_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=WTDGK4EH8H0WF1MKTRJQ"
"41","Never Split the Difference","Negotiating as if Your Life Depended on It","Chris Voss","Michael Kramer","8 hrs and 7 mins","05-17-16","English","5 out of 5 stars","46,872 ratings","$27.37","https://www.audible.com/pd/Never-Split-the-Difference-Audiobook/B01CF5O89G?ref=a_adblbests_c3_lProduct_3_1&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"42","Edge World","Undying Mercenaries, Book 14","B. V. Larson","Mark Boyett","16 hrs and 14 mins","12-08-20","English","5 out of 5 stars","116 ratings","$39.99","https://www.audible.com/pd/Edge-World-Audiobook/1774247674?ref=a_adblbests_c3_lProduct_3_2&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"43","The Power of Now","A Guide to Spiritual Enlightenment","Eckhart Tolle","Eckhart Tolle","7 hrs and 37 mins","12-31-00","English","4.5 out of 5 stars","28,106 ratings","$20.00","https://www.audible.com/pd/The-Power-of-Now-Audiobook/B002V0PN36?ref=a_adblbests_c3_lProduct_3_3&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"44","Dune",NA,"Frank Herbert","Scott Brick, Orlagh Cassidy, Euan Morton, Simon Vance, Ilyana Kadushin","21 hrs and 2 mins","12-31-06","English","4.5 out of 5 stars","66,452 ratings","$47.93","https://www.audible.com/pd/Dune-Audiobook/B002V1OF70?ref=a_adblbests_c3_lProduct_3_4&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"45","Midnight Sun",NA,"Stephenie Meyer","Jake Abel","25 hrs and 49 mins","08-04-20","English","4.5 out of 5 stars","13,146 ratings","$34.21","https://www.audible.com/pd/Midnight-Sun-Audiobook/1549134663?ref=a_adblbests_c3_lProduct_3_5&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"46","Born a Crime","Stories from a South African Childhood","Trevor Noah","Trevor Noah","8 hrs and 44 mins","11-15-16","English","5 out of 5 stars","173,070 ratings","$24.95","https://www.audible.com/pd/Born-a-Crime-Audiobook/B01IW9TQPK?ref=a_adblbests_c3_lProduct_3_6&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"47","The Stand",NA,"Stephen King","Grover Gardner","47 hrs and 47 mins","02-14-12","English","4.5 out of 5 stars","51,773 ratings","$63.00","https://www.audible.com/pd/The-Stand-Audiobook/B0077DEH7A?ref=a_adblbests_c3_lProduct_3_7&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"48","The Way of Kings","The Stormlight Archive, Book 1","Brandon Sanderson","Kate Reading, Michael Kramer","45 hrs and 30 mins","08-31-10","English","5 out of 5 stars","74,621 ratings","$63.93","https://www.audible.com/pd/The-Way-of-Kings-Audiobook/B003ZWFO7E?ref=a_adblbests_c3_lProduct_3_8&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"49","Layla",NA,"Colleen Hoover","Brian Pallino","8 hrs and 10 mins","12-08-20","English","4.5 out of 5 stars","92 ratings","$25.19","https://www.audible.com/pd/Layla-Audiobook/1713532131?ref=a_adblbests_c3_lProduct_3_9&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"50","The 7 Habits of Highly Effective People","Powerful Lessons in Personal Change","Stephen R. Covey","Stephen R. Covey","13 hrs and 4 mins","12-28-03","English","4.5 out of 5 stars","32,237 ratings","$28.30","https://www.audible.com/pd/The-7-Habits-of-Highly-Effective-People-Audiobook/B002V5HAL4?ref=a_adblbests_c3_lProduct_3_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"51","Glory to the Brave","Ascend Online, Book 4","Luke Chmilenko","Luke Daniels","31 hrs and 17 mins","12-08-20","English","5 out of 5 stars","57 ratings","$59.99","https://www.audible.com/pd/Glory-to-the-Brave-Audiobook/1774245000?ref=a_adblbests_c3_lProduct_3_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"52","The Law of Innocence",NA,"Michael Connelly","Peter Giles","12 hrs and 27 mins","11-10-20","English","4.5 out of 5 stars","4,194 ratings","$30.79","https://www.audible.com/pd/The-Law-of-Innocence-Audiobook/1549129007?ref=a_adblbests_c3_lProduct_3_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"53","Talking to Strangers","What We Should Know About the People We Don't Know","Malcolm Gladwell","Malcolm Gladwell","8 hrs and 42 mins","09-10-19","English","4.5 out of 5 stars","55,159 ratings","$30.79","https://www.audible.com/pd/Talking-to-Strangers-Audiobook/1549150340?ref=a_adblbests_c3_lProduct_3_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"54","Extreme Ownership","How U.S. Navy SEALs Lead and Win","Jocko Willink, Leif Babin","Jocko Willink, Leif Babin","9 hrs and 33 mins","10-19-15","English","5 out of 5 stars","58,139 ratings","$27.99","https://www.audible.com/pd/Extreme-Ownership-Audiobook/B015TVHUA2?ref=a_adblbests_c3_lProduct_3_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"55","How to Win Friends & Influence People",NA,"Dale Carnegie","Andrew MacMillan","7 hrs and 15 mins","09-16-04","English","4.5 out of 5 stars","78,956 ratings","$31.93","https://www.audible.com/pd/How-to-Win-Friends-Influence-People-Audiobook/B002V5BV96?ref=a_adblbests_c3_lProduct_3_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"56","Deadly Cross","Alex Cross, Book 28","James Patterson","Brad Sanders","8 hrs and 43 mins","11-23-20","English","4.5 out of 5 stars","437 ratings","$30.79","https://www.audible.com/pd/Deadly-Cross-Audiobook/1549128981?ref=a_adblbests_c3_lProduct_3_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
"57","The Chronicles of Narnia Adult Box Set",NA,"C. S. Lewis","Kenneth Branagh, Alex Jennings, Michael York, Lynn Redgrave, Derek Jacobi, Jeremy Northam, Patrick Stewart","33 hrs and 45 mins","12-27-19","English","5 out of 5 stars","4,452 ratings","$53.61","https://www.audible.com/pd/The-Chronicles-of-Narnia-Adult-Box-Set-Audiobook/0061999881?ref=a_adblbests_c3_lProduct_3_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=11TBT5W29QJ0DCVGKBN8"
