"Rank","Title","Subtitle","Author","Narrator","Length","Release","Language","Stars","Ratings","Price","URL"
"75","NPC",NA,"Jeremy Robinson","R.C. Bray, Jeffrey Kafer","10 hrs and 4 mins","06-30-20","English","4.5 out of 5 stars","1,885 ratings","$24.95","https://www.audible.com/pd/NPC-Audiobook/B089KST8FZ?ref=a_adblbests_c3_lProduct_4_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=BPXFPFCK6FNP7W208HVM"
"76","Unfu*k Yourself","Get Out of Your Head and into Your Life","Gary John Bishop","Gary John Bishop","3 hrs and 24 mins","08-01-17","English","4.5 out of 5 stars","68,887 ratings","$20.52","https://www.audible.com/pd/Unfu-k-Yourself-Audiobook/B0731R4RFX?ref=a_adblbests_c3_lProduct_4_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=BPXFPFCK6FNP7W208HVM"
"77","Twisted Twenty-Six","Stephanie Plum, Book 26","Janet Evanovich","Lorelei King","6 hrs and 43 mins","11-12-19","English","4.5 out of 5 stars","4,170 ratings","$22.40","https://www.audible.com/pd/Twisted-Twenty-Six-Audiobook/0525501444?ref=a_adblbests_c3_lProduct_4_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=BPXFPFCK6FNP7W208HVM"
"78","Clanlands","Whisky, Warfare, and a Scottish Adventure Like No Other","Sam Heughan, Graham McTavish, Diana Gabaldon - foreword","Graham McTavish, Sam Heughan, Diana Gabaldon - foreword","10 hrs and 22 mins","11-03-20","English","5 out of 5 stars","1,206 ratings","$21.81","https://www.audible.com/pd/Clanlands-Audiobook/1529342015?ref=a_adblbests_c3_lProduct_4_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=BPXFPFCK6FNP7W208HVM"
"79","The Five Love Languages: The Secret to Love That Lasts",NA,"Gary Chapman","Gary Chapman","4 hrs and 46 mins","12-26-04","English","5 out of 5 stars","29,829 ratings","$19.59","https://www.audible.com/pd/The-Five-Love-Languages-The-Secret-to-Love-That-Lasts-Audiobook/B002V0GGFK?ref=a_adblbests_c3_lProduct_4_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=BPXFPFCK6FNP7W208HVM"
"80","The Fellowship of the Ring","Book One in The Lord of the Rings Trilogy","J. R. R. Tolkien","Rob Inglis","19 hrs and 7 mins","10-09-12","English","5 out of 5 stars","46,124 ratings","$38.49","https://www.audible.com/pd/The-Fellowship-of-the-Ring-Audiobook/B0099RKRTY?ref=a_adblbests_c3_lProduct_4_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=BPXFPFCK6FNP7W208HVM"
"81","48 Laws of Power",NA,"Robert Greene","Richard Poe","23 hrs and 6 mins","05-01-15","English","4.5 out of 5 stars","14,765 ratings","$24.49","https://www.audible.com/pd/48-Laws-of-Power-Audiobook/B00WYDJ2YQ?ref=a_adblbests_c3_lProduct_5_1&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"82","Pieces of Her",NA,"Karin Slaughter","Kathleen Early","16 hrs and 5 mins","08-21-18","English","4.5 out of 5 stars","8,883 ratings","$27.97","https://www.audible.com/pd/Pieces-of-Her-Audiobook/B07CLJYMN1?ref=a_adblbests_c3_lProduct_5_2&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"83","American Ulysses","A Life of Ulysses S. Grant","Ronald C. White","Arthur Morey","27 hrs and 35 mins","10-04-16","English","5 out of 5 stars","2,600 ratings","$39.95","https://www.audible.com/pd/American-Ulysses-Audiobook/B01KBMP8R6?ref=a_adblbests_c3_lProduct_5_3&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"84","The Bluest Eye",NA,"Toni Morrison","Toni Morrison","7 hrs and 6 mins","07-19-11","English","4.5 out of 5 stars","3,231 ratings","$24.50","https://www.audible.com/pd/The-Bluest-Eye-Audiobook/B005CKGBE2?ref=a_adblbests_c3_lProduct_5_4&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"85","The Boy, the Mole, the Fox and the Horse",NA,"Charlie Mackesy","Charlie Mackesy","58 mins","11-12-20","English","5 out of 5 stars","76 ratings","$12.54","https://www.audible.com/pd/The-Boy-the-Mole-the-Fox-and-the-Horse-Audiobook/0063083205?ref=a_adblbests_c3_lProduct_5_5&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"86","Extreme Ownership","How U.S. Navy SEALs Lead and Win","Jocko Willink, Leif Babin","Jocko Willink, Leif Babin","9 hrs and 33 mins","10-19-15","English","5 out of 5 stars","57,924 ratings","$27.99","https://www.audible.com/pd/Extreme-Ownership-Audiobook/B015TVHUA2?ref=a_adblbests_c3_lProduct_5_6&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"87","The Return",NA,"Nicholas Sparks","Kyf Brewer","9 hrs and 56 mins","09-29-20","English","4.5 out of 5 stars","3,166 ratings","$30.79","https://www.audible.com/pd/The-Return-Audiobook/1478992670?ref=a_adblbests_c3_lProduct_5_7&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"88","The Order","A Novel","Daniel Silva","George Guidall","9 hrs and 55 mins","07-14-20","English","4.5 out of 5 stars","2,631 ratings","$30.79","https://www.audible.com/pd/The-Order-Audiobook/0062835025?ref=a_adblbests_c3_lProduct_5_8&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"89","Eaters of the Dead",NA,"Michael Crichton","Simon Vance","5 hrs and 18 mins","11-24-15","English","4.5 out of 5 stars","2,299 ratings","$17.99","https://www.audible.com/pd/Eaters-of-the-Dead-Audiobook/B011WBB9ZK?ref=a_adblbests_c3_lProduct_5_9&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"90","The Four Agreements",NA,"don Miguel Ruiz","Peter Coyote","2 hrs and 31 mins","01-27-05","English","4.5 out of 5 stars","30,724 ratings","$14.95","https://www.audible.com/pd/The-Four-Agreements-Audiobook/B002VA3GJO?ref=a_adblbests_c3_lProduct_5_10&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"91","Brushfire","Expeditionary Force, Book 11","Craig Alanson","R.C. Bray","20 hrs and 42 mins","12-15-20","English",NA,"Not rated yet","$49.99","https://www.audible.com/pd/Brushfire-Audiobook/1774246325?ref=a_adblbests_c3_lProduct_5_11&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"92","The Federalist Papers (AmazonClassics Edition)",NA,"Alexander Hamilton, James Madison, John Jay","James Anderson Foster","20 hrs and 45 mins","05-17-18","English","4.5 out of 5 stars","236 ratings","$39.95","https://www.audible.com/pd/The-Federalist-Papers-AmazonClassics-Edition-Audiobook/B07D4284W1?ref=a_adblbests_c3_lProduct_5_12&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"93","Pretty Things","A Novel","Janelle Brown","Julia Whelan, Lauren Fortgang, Hillary Huber","16 hrs and 6 mins","04-21-20","English","4.5 out of 5 stars","9,604 ratings","$31.50","https://www.audible.com/pd/Pretty-Things-Audiobook/059321000X?ref=a_adblbests_c3_lProduct_5_13&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"94","The Sandman",NA,"Neil Gaiman, Dirk Maggs","Riz Ahmed, Kat Dennings, Taron Egerton, Neil Gaiman, James McAvoy, Samantha Morton, Bebe Neuwirth, Andy Serkis, Michael Sheen","10 hrs and 54 mins","07-15-20","English","4.5 out of 5 stars","20,518 ratings","$34.95","https://www.audible.com/pd/The-Sandman-Audiobook/B086WP794Z?ref=a_adblbests_c3_lProduct_5_14&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"95","Sapiens","A Brief History of Humankind","Yuval Noah Harari","Derek Perkins","15 hrs and 17 mins","08-15-17","English","4.5 out of 5 stars","39,851 ratings","$34.22","https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q?ref=a_adblbests_c3_lProduct_5_15&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"96","Virgin River",NA,"Robyn Carr","Therese Plummer","12 hrs and 23 mins","05-07-09","English","4.5 out of 5 stars","7,501 ratings","$27.99","https://www.audible.com/pd/Virgin-River-Audiobook/B002V5CVE0?ref=a_adblbests_c3_lProduct_5_16&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"97","The 19th Christmas","Women's Murder Club, Book 19","James Patterson, Maxine Paetro","January LaVoy","7 hrs and 5 mins","10-07-19","English","4.5 out of 5 stars","1,655 ratings","$30.79","https://www.audible.com/pd/The-19th-Christmas-Audiobook/1549120964?ref=a_adblbests_c3_lProduct_5_17&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"98","The Crossing",NA,"Michael Connelly","Titus Welliver","9 hrs and 24 mins","11-03-15","English","4.5 out of 5 stars","16,488 ratings","$30.79","https://www.audible.com/pd/The-Crossing-Audiobook/B014JYRHNA?ref=a_adblbests_c3_lProduct_5_18&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"99","No Time Like the Future","An Optimist Considers Mortality","Michael J. Fox","Michael J. Fox","5 hrs and 59 mins","11-17-20","English","5 out of 5 stars","172 ratings","$20.99","https://www.audible.com/pd/No-Time-Like-the-Future-Audiobook/125077151X?ref=a_adblbests_c3_lProduct_5_19&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
"100","Operation Paperclip","The Secret Intelligence Program that Brought Nazi Scientists to America","Annie Jacobsen","Annie Jacobsen","19 hrs and 26 mins","02-11-14","English","4.5 out of 5 stars","1,408 ratings","$39.95","https://www.audible.com/pd/Operation-Paperclip-Audiobook/B00HLPHNNE?ref=a_adblbests_c3_lProduct_5_20&pf_rd_p=4100380b-3e9d-4594-990a-9c93d1a8dac3&pf_rd_r=X2B7AMC8VWJW9PRTEE4V"
